Key,Source,Line,LegacyType,OwnerTask,TargetClassification
ECS/Objects/Enemies/Berserker.cs#Berserker,ECS/Objects/Enemies/Berserker.cs,11,Berserker,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Berserker.cs#Rage,ECS/Objects/Enemies/Berserker.cs,38,Rage,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/CinderboltDemon.cs#Cinderbolt,ECS/Objects/Enemies/CinderboltDemon.cs,35,Cinderbolt,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/CinderboltDemon.cs#CinderboltDemon,ECS/Objects/Enemies/CinderboltDemon.cs,12,CinderboltDemon,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/CinderboltDemon.cs#InsidiousBolt,ECS/Objects/Enemies/CinderboltDemon.cs,65,InsidiousBolt,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Demon.cs#Demon,ECS/Objects/Enemies/Demon.cs,13,Demon,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Demon.cs#InfernalExecution,ECS/Objects/Enemies/Demon.cs,75,InfernalExecution,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Demon.cs#RazorMaw,ECS/Objects/Enemies/Demon.cs,37,RazorMaw,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Demon.cs#ScorchingClaw,ECS/Objects/Enemies/Demon.cs,56,ScorchingClaw,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/DustWuurm.cs#DustStorm,ECS/Objects/Enemies/DustWuurm.cs,47,DustStorm,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/DustWuurm.cs#DustWuurm,ECS/Objects/Enemies/DustWuurm.cs,11,DustWuurm,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/EarthDemon.cs#EarthDemon,ECS/Objects/Enemies/EarthDemon.cs,15,EarthDemon,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/EarthDemon.cs#EarthenWall,ECS/Objects/Enemies/EarthDemon.cs,92,EarthenWall,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/EarthDemon.cs#StoneBarrage,ECS/Objects/Enemies/EarthDemon.cs,55,StoneBarrage,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/EarthDemon.cs#TremorStrike,ECS/Objects/Enemies/EarthDemon.cs,31,TremorStrike,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/EnemyAttackBase.cs#EnemyAttackBase,ECS/Objects/Enemies/EnemyAttackBase.cs,15,EnemyAttackBase,ECS-031,Catalog/helper folded into owning domain
ECS/Objects/Enemies/EnemyAttackTextHelper.cs#EnemyAttackTextHelper,ECS/Objects/Enemies/EnemyAttackTextHelper.cs,3,EnemyAttackTextHelper,ECS-031,Catalog/helper folded into owning domain
ECS/Objects/Enemies/EnemyBase.cs#EnemyBase,ECS/Objects/Enemies/EnemyBase.cs,9,EnemyBase,ECS-031,Catalog/helper folded into owning domain
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherd,ECS/Objects/Enemies/FallenShepherd.cs,15,FallenShepherd,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdBloodletting,ECS/Objects/Enemies/FallenShepherd.cs,146,FallenShepherdBloodletting,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdBreakFaith,ECS/Objects/Enemies/FallenShepherd.cs,130,FallenShepherdBreakFaith,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdCardRestrictionHelper,ECS/Objects/Enemies/FallenShepherd.cs,361,FallenShepherdCardRestrictionHelper,ECS-031,Catalog/helper folded into owning domain
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdCowTheFlock,ECS/Objects/Enemies/FallenShepherd.cs,170,FallenShepherdCowTheFlock,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdCrooksScar,ECS/Objects/Enemies/FallenShepherd.cs,106,FallenShepherdCrooksScar,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdFearTheShepherd,ECS/Objects/Enemies/FallenShepherd.cs,283,FallenShepherdFearTheShepherd,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdFinalSermon,ECS/Objects/Enemies/FallenShepherd.cs,306,FallenShepherdFinalSermon,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdHush,ECS/Objects/Enemies/FallenShepherd.cs,236,FallenShepherdHush,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdPhase1,ECS/Objects/Enemies/FallenShepherd.cs,78,FallenShepherdPhase1,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdPhase2,ECS/Objects/Enemies/FallenShepherd.cs,188,FallenShepherdPhase2,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdPhase3,ECS/Objects/Enemies/FallenShepherd.cs,329,FallenShepherdPhase3,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdPurgeTheHeretic,ECS/Objects/Enemies/FallenShepherd.cs,260,FallenShepherdPurgeTheHeretic,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FallenShepherd.cs#FallenShepherdShepherdsVigil,ECS/Objects/Enemies/FallenShepherd.cs,212,FallenShepherdShepherdsVigil,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/FireSkeleton.cs#FireSkeleton,ECS/Objects/Enemies/FireSkeleton.cs,13,FireSkeleton,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/GenericAttacks.cs#HaveNoMercy,ECS/Objects/Enemies/GenericAttacks.cs,11,HaveNoMercy,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/GlacialGuardian.cs#GlacialBlast,ECS/Objects/Enemies/GlacialGuardian.cs,69,GlacialBlast,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/GlacialGuardian.cs#GlacialGuardian,ECS/Objects/Enemies/GlacialGuardian.cs,13,GlacialGuardian,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/GlacialGuardian.cs#GlacialStrike,ECS/Objects/Enemies/GlacialGuardian.cs,51,GlacialStrike,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#Horde,ECS/Objects/Enemies/Horde.cs,14,Horde,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#Pounce,ECS/Objects/Enemies/Horde.cs,115,Pounce,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike,ECS/Objects/Enemies/Horde.cs,39,TutorialHordeStrike,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike3,ECS/Objects/Enemies/Horde.cs,50,TutorialHordeStrike3,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike5,ECS/Objects/Enemies/Horde.cs,61,TutorialHordeStrike5,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike6,ECS/Objects/Enemies/Horde.cs,72,TutorialHordeStrike6,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike7,ECS/Objects/Enemies/Horde.cs,104,TutorialHordeStrike7,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike8,ECS/Objects/Enemies/Horde.cs,83,TutorialHordeStrike8,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Horde.cs#TutorialHordeStrike9,ECS/Objects/Enemies/Horde.cs,94,TutorialHordeStrike9,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/IceDemon.cs#FrostEater,ECS/Objects/Enemies/IceDemon.cs,85,FrostEater,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/IceDemon.cs#FrozenClaw,ECS/Objects/Enemies/IceDemon.cs,55,FrozenClaw,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/IceDemon.cs#IceDemon,ECS/Objects/Enemies/IceDemon.cs,15,IceDemon,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/IceDemon.cs#IcyBlade,ECS/Objects/Enemies/IceDemon.cs,37,IcyBlade,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#BasiliskGlare,ECS/Objects/Enemies/Medusa.cs,72,BasiliskGlare,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#CrumblingStone,ECS/Objects/Enemies/Medusa.cs,190,CrumblingStone,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#Gaze,ECS/Objects/Enemies/Medusa.cs,53,Gaze,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#Medusa,ECS/Objects/Enemies/Medusa.cs,14,Medusa,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#PetrifyingGaze,ECS/Objects/Enemies/Medusa.cs,120,PetrifyingGaze,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#SerpentStrike,ECS/Objects/Enemies/Medusa.cs,101,SerpentStrike,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#StoneSkin,ECS/Objects/Enemies/Medusa.cs,146,StoneSkin,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Medusa.cs#VipersCurse,ECS/Objects/Enemies/Medusa.cs,172,VipersCurse,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Mummy.cs#Entomb,ECS/Objects/Enemies/Mummy.cs,34,Entomb,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Mummy.cs#Leprosy,ECS/Objects/Enemies/Mummy.cs,82,Leprosy,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Mummy.cs#Mummify,ECS/Objects/Enemies/Mummy.cs,60,Mummify,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Mummy.cs#Mummy,ECS/Objects/Enemies/Mummy.cs,11,Mummy,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#CloakedReaver,ECS/Objects/Enemies/Ninja.cs,103,CloakedReaver,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#Dice,ECS/Objects/Enemies/Ninja.cs,75,Dice,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#DuskFlick,ECS/Objects/Enemies/Ninja.cs,85,DuskFlick,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#NightveilGuillotine,ECS/Objects/Enemies/Ninja.cs,182,NightveilGuillotine,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#Ninja,ECS/Objects/Enemies/Ninja.cs,14,Ninja,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#ShadowStep,ECS/Objects/Enemies/Ninja.cs,153,ShadowStep,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#SharpenBlade,ECS/Objects/Enemies/Ninja.cs,135,SharpenBlade,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#SilencingStab,ECS/Objects/Enemies/Ninja.cs,113,SilencingStab,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ninja.cs#Slice,ECS/Objects/Enemies/Ninja.cs,65,Slice,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#FakeOut,ECS/Objects/Enemies/Ogre.cs,96,FakeOut,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#Ogre,ECS/Objects/Enemies/Ogre.cs,11,Ogre,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#PummelIntoSubmission,ECS/Objects/Enemies/Ogre.cs,44,PummelIntoSubmission,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#SlamTrunk,ECS/Objects/Enemies/Ogre.cs,80,SlamTrunk,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#Thud,ECS/Objects/Enemies/Ogre.cs,111,Thud,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Ogre.cs#TreeStomp,ECS/Objects/Enemies/Ogre.cs,64,TreeStomp,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandCorpse.cs#SandBlast,ECS/Objects/Enemies/SandCorpse.cs,44,SandBlast,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandCorpse.cs#SandCorpse,ECS/Objects/Enemies/SandCorpse.cs,9,SandCorpse,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandCorpse.cs#SandStorm,ECS/Objects/Enemies/SandCorpse.cs,56,SandStorm,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandCorpse.cs#TutorialSandBlast,ECS/Objects/Enemies/SandCorpse.cs,23,TutorialSandBlast,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandCorpse.cs#TutorialSandStorm,ECS/Objects/Enemies/SandCorpse.cs,34,TutorialSandStorm,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandGolem.cs#SandGolem,ECS/Objects/Enemies/SandGolem.cs,12,SandGolem,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandGolem.cs#SandPound,ECS/Objects/Enemies/SandGolem.cs,26,SandPound,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/SandGolem.cs#SandSlam,ECS/Objects/Enemies/SandGolem.cs,45,SandSlam,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Shadow.cs#EncroachingDarkness,ECS/Objects/Enemies/Shadow.cs,57,EncroachingDarkness,ECS-031,Generated definition module and static handler
ECS/Objects/Enemies/Shadow.cs#FromTheShadows,ECS/Objects/Enemies/Shadow.cs,93,FromTheShadows,ECS-031,Generated definition module and static handler
