Key,Source,Line,LegacyType,OwnerTask,TargetClassification
ECS/Scenes/BattleScene/ActionPointManagementSystem.cs#ActionPointManagementSystem,ECS/Scenes/BattleScene/ActionPointManagementSystem.cs,16,ActionPointManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ActiveCharacterIndicatorDisplaySystem.cs#ActiveCharacterIndicatorDisplaySystem,ECS/Scenes/BattleScene/ActiveCharacterIndicatorDisplaySystem.cs,18,ActiveCharacterIndicatorDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AmbushDisplaySystem.cs#AmbushDisplaySystem,ECS/Scenes/BattleScene/AmbushDisplaySystem.cs,20,AmbushDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AnathemaManagementSystem.cs#AnathemaManagementSystem,ECS/Scenes/BattleScene/AnathemaManagementSystem.cs,14,AnathemaManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AppliedPassivesDisplaySystem.cs#AppliedPassivesDisplaySystem,ECS/Scenes/BattleScene/AppliedPassivesDisplaySystem.cs,18,AppliedPassivesDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AppliedPassivesManagementSystem.cs#AppliedPassivesManagementSystem,ECS/Scenes/BattleScene/AppliedPassivesManagementSystem.cs,20,AppliedPassivesManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AssignedBlockAnimationSystem.cs#AssignedBlockAnimationSystem,ECS/Scenes/BattleScene/AssignedBlockAnimationSystem.cs,14,AssignedBlockAnimationSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AssignedBlockCardsDisplaySystem.cs#AssignedBlockCardsDisplaySystem,ECS/Scenes/BattleScene/AssignedBlockCardsDisplaySystem.cs,20,AssignedBlockCardsDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AssignedBlockLateLayoutSystem.cs#AssignedBlockLateLayoutSystem,ECS/Scenes/BattleScene/AssignedBlockLateLayoutSystem.cs,17,AssignedBlockLateLayoutSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AssignedBlockLifecycleSystem.cs#AssignedBlockLifecycleSystem,ECS/Scenes/BattleScene/AssignedBlockLifecycleSystem.cs,16,AssignedBlockLifecycleSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AssignedBlocksToDiscardSystem.cs#AssignedBlocksToDiscardSystem,ECS/Scenes/BattleScene/AssignedBlocksToDiscardSystem.cs,17,AssignedBlocksToDiscardSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/AttackResolutionSystem.cs#AttackResolutionSystem,ECS/Scenes/BattleScene/AttackResolutionSystem.cs,16,AttackResolutionSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattleBackgroundSystem.cs#BattleBackgroundSystem,ECS/Scenes/BattleScene/BattleBackgroundSystem.cs,18,BattleBackgroundSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattleCardMutationDisplaySystem.cs#BattleCardMutationDisplaySystem,ECS/Scenes/BattleScene/BattleCardMutationDisplaySystem.cs,19,BattleCardMutationDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattlePhaseDisplaySystem.cs#BattlePhaseDisplaySystem,ECS/Scenes/BattleScene/BattlePhaseDisplaySystem.cs,20,BattlePhaseDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattlePhaseDrawSystem.cs#DrawHandSystem,ECS/Scenes/BattleScene/BattlePhaseDrawSystem.cs,15,DrawHandSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattlePileGamepadInputSystem.cs#BattlePileGamepadInputSystem,ECS/Scenes/BattleScene/BattlePileGamepadInputSystem.cs,12,BattlePileGamepadInputSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattleSceneSystem.cs#BattleSceneSystem,ECS/Scenes/BattleScene/BattleSceneSystem.cs,23,BattleSceneSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BattleStateInfoManagementSystem.cs#BattleStateInfoManagementSystem,ECS/Scenes/BattleScene/BattleStateInfoManagementSystem.cs,21,BattleStateInfoManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BleedManagementSystem.cs#BleedManagementSystem,ECS/Scenes/BattleScene/BleedManagementSystem.cs,15,BleedManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BloodshotDisplaySystem.cs#BloodshotDisplaySystem,ECS/Scenes/BattleScene/BloodshotDisplaySystem.cs,17,BloodshotDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BrittleDisplaySystem.cs#BrittleDisplaySystem,ECS/Scenes/BattleScene/BrittleDisplaySystem.cs,16,BrittleDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/BrittleManagementSystem.cs#BrittleManagementSystem,ECS/Scenes/BattleScene/BrittleManagementSystem.cs,12,BrittleManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CanPlayCardHighlightSystem.cs#CanPlayCardHighlightSystem,ECS/Scenes/BattleScene/CanPlayCardHighlightSystem.cs,20,CanPlayCardHighlightSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CanPlayHighlightSettingsSystem.cs#CanPlayHighlightSettingsSystem,ECS/Scenes/BattleScene/CanPlayHighlightSettingsSystem.cs,10,CanPlayHighlightSettingsSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CantPlayCardMessageSystem.cs#CantPlayCardMessageSystem,ECS/Scenes/BattleScene/CantPlayCardMessageSystem.cs,19,CantPlayCardMessageSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardApplicationManagementSystem.cs#CardApplicationManagementSystem,ECS/Scenes/BattleScene/CardApplicationManagementSystem.cs,13,CardApplicationManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardGeometrySettingsDebugSystem.cs#CardGeometrySettingsDebugSystem,ECS/Scenes/BattleScene/CardGeometrySettingsDebugSystem.cs,14,CardGeometrySettingsDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardHoverDetectionSystem.cs#CardHoverDetectionSystem,ECS/Scenes/BattleScene/CardHoverDetectionSystem.cs,13,CardHoverDetectionSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardMoveDisplaySystem.cs#CardMoveDisplaySystem,ECS/Scenes/BattleScene/CardMoveDisplaySystem.cs,21,CardMoveDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardPlaySystem.cs#CardPlaySystem,ECS/Scenes/BattleScene/CardPlaySystem.cs,19,CardPlaySystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardPlayedAnimationSystem.cs#CardPlayedAnimationSystem,ECS/Scenes/BattleScene/CardPlayedAnimationSystem.cs,19,CardPlayedAnimationSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardVisualEffectsSuppressionSystem.cs#CardVisualEffectsSuppressionSystem,ECS/Scenes/BattleScene/CardVisualEffectsSuppressionSystem.cs,10,CardVisualEffectsSuppressionSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CardZoneSystem.cs#CardZoneSystem,ECS/Scenes/BattleScene/CardZoneSystem.cs,16,CardZoneSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CathedralLightingSystem.cs#CathedralLightingSystem,ECS/Scenes/BattleScene/CathedralLightingSystem.cs,17,CathedralLightingSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CourageDisplaySystem.cs#CourageDisplaySystem,ECS/Scenes/BattleScene/CourageDisplaySystem.cs,22,CourageDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CourageManagerSystem.cs#CourageManagerSystem,ECS/Scenes/BattleScene/CourageManagerSystem.cs,14,CourageManagerSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CursedDisplaySystem.cs#CursedDisplaySystem,ECS/Scenes/BattleScene/CursedDisplaySystem.cs,17,CursedDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/CursedManagementSystem.cs#CursedManagementSystem,ECS/Scenes/BattleScene/CursedManagementSystem.cs,15,CursedManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DamageModificationDisplaySystem.cs#DamageModificationDisplaySystem,ECS/Scenes/BattleScene/DamageModificationDisplaySystem.cs,21,DamageModificationDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/EquipmentEquipDebugSystem.cs#EquipmentEquipDebugSystem,ECS/Scenes/BattleScene/Debug/EquipmentEquipDebugSystem.cs,14,EquipmentEquipDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/MedalEquipDebugSystem.cs#MedalEquipDebugSystem,ECS/Scenes/BattleScene/Debug/MedalEquipDebugSystem.cs,14,MedalEquipDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs#CardModularEffectsDebugSystem,ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs,16,CardModularEffectsDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs#EnemyAttackModularEffectsDebugSystem,ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs,94,EnemyAttackModularEffectsDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs#EquipmentModularEffectsDebugSystem,ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs,32,EquipmentModularEffectsDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs#MedalModularEffectsDebugSystem,ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs,53,MedalModularEffectsDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs#ModularEffectModuleDebugSystem,ECS/Scenes/BattleScene/Debug/ModularEffectsDebugSystems.cs,74,ModularEffectModuleDebugSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DebugCommandSystem.cs#DebugCommandSystem,ECS/Scenes/BattleScene/DebugCommandSystem.cs,17,DebugCommandSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DebugMenuSystem.cs#DebugMenuSystem,ECS/Scenes/BattleScene/DebugMenuSystem.cs,24,DebugMenuSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DeckEmptyDeathCheckSystem.cs#DeckEmptyDeathCheckSystem,ECS/Scenes/BattleScene/DeckEmptyDeathCheckSystem.cs,12,DeckEmptyDeathCheckSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DeckManagementSystem.cs#DeckManagementSystem,ECS/Scenes/BattleScene/DeckManagementSystem.cs,18,DeckManagementSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DesertBackgroundEffectSystem.cs#DesertBackgroundEffectSystem,ECS/Scenes/BattleScene/DesertBackgroundEffectSystem.cs,18,DesertBackgroundEffectSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DesertStormDisplaySystem.cs#DesertStormDisplaySystem,ECS/Scenes/BattleScene/DesertStormDisplaySystem.cs,17,DesertStormDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DialogDisplaySystem.cs#DialogDisplaySystem,ECS/Scenes/BattleScene/DialogDisplaySystem.cs,22,DialogDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DiscardPileDisplaySystem.cs#DiscardPileDisplaySystem,ECS/Scenes/BattleScene/DiscardPileDisplaySystem.cs,19,DiscardPileDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DiscardSpecificCardHighlightSystem.cs#DiscardSpecificCardHighlightSystem,ECS/Scenes/BattleScene/DiscardSpecificCardHighlightSystem.cs,13,DiscardSpecificCardHighlightSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/DrawPileDisplaySystem.cs#DrawPileDisplaySystem,ECS/Scenes/BattleScene/DrawPileDisplaySystem.cs,18,DrawPileDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EndTurnDisplaySystem.cs#EndTurnDisplaySystem,ECS/Scenes/BattleScene/EndTurnDisplaySystem.cs,22,EndTurnDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyAttackBannerLateLayoutSystem.cs#EnemyAttackBannerLateLayoutSystem,ECS/Scenes/BattleScene/EnemyAttackBannerLateLayoutSystem.cs,12,EnemyAttackBannerLateLayoutSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyAttackDisplaySystem.cs#EnemyAttackDisplaySystem,ECS/Scenes/BattleScene/EnemyAttackDisplaySystem.cs,24,EnemyAttackDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyAttackProgressManagementSystem.cs#EnemyAttackProgressManagementSystem,ECS/Scenes/BattleScene/EnemyAttackProgressManagementSystem.cs,19,EnemyAttackProgressManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyDamageManagerSystem.cs#EnemyDamageManagerSystem,ECS/Scenes/BattleScene/EnemyDamageManagerSystem.cs,16,EnemyDamageManagerSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyDamageMeterDisplaySystem.cs#EnemyDamageMeterDisplaySystem,ECS/Scenes/BattleScene/EnemyDamageMeterDisplaySystem.cs,25,EnemyDamageMeterDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyDefeatFlowSystem.cs#EnemyDefeatFlowSystem,ECS/Scenes/BattleScene/EnemyDefeatFlowSystem.cs,16,EnemyDefeatFlowSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyDisplaySystem.cs#EnemyDisplaySystem,ECS/Scenes/BattleScene/EnemyDisplaySystem.cs,13,EnemyDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyIntentPipsSystem.cs#EnemyIntentPipsSystem,ECS/Scenes/BattleScene/EnemyIntentPipsSystem.cs,13,EnemyIntentPipsSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyIntentPlanningSystem.cs#EnemyIntentPlanningSystem,ECS/Scenes/BattleScene/EnemyIntentPlanningSystem.cs,20,EnemyIntentPlanningSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EnemyPhaseFlowSystem.cs#EnemyPhaseFlowSystem,ECS/Scenes/BattleScene/EnemyPhaseFlowSystem.cs,16,EnemyPhaseFlowSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EquipmentBlockInteractionSystem.cs#EquipmentBlockInteractionSystem,ECS/Scenes/BattleScene/EquipmentBlockInteractionSystem.cs,16,EquipmentBlockInteractionSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EquipmentDisplaySystem.cs#EquipmentDisplaySystem,ECS/Scenes/BattleScene/EquipmentDisplaySystem.cs,18,EquipmentDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EquipmentManagerSystem.cs#EquipmentManagerSystem,ECS/Scenes/BattleScene/EquipmentManagerSystem.cs,12,EquipmentManagerSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EquipmentTooltipDisplaySystem.cs#EquipmentTooltipDisplaySystem,ECS/Scenes/BattleScene/EquipmentTooltipDisplaySystem.cs,19,EquipmentTooltipDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/EquippedWeaponDisplaySystem.cs#EquippedWeaponDisplaySystem,ECS/Scenes/BattleScene/EquippedWeaponDisplaySystem.cs,20,EquippedWeaponDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ExhaustOnBlockDisplaySystem.cs#ExhaustOnBlockDisplaySystem,ECS/Scenes/BattleScene/ExhaustOnBlockDisplaySystem.cs,13,ExhaustOnBlockDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/FrozenCardDisplaySystem.cs#FrozenCardDisplaySystem,ECS/Scenes/BattleScene/FrozenCardDisplaySystem.cs,19,FrozenCardDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/FrozenDisplaySystem.cs#FrozenDisplaySystem,ECS/Scenes/BattleScene/FrozenDisplaySystem.cs,17,FrozenDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/GameOverOverlayDisplaySystem.cs#GameOverOverlayDisplaySystem,ECS/Scenes/BattleScene/GameOverOverlayDisplaySystem.cs,19,GameOverOverlayDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/GuardianAngelDisplaySystem.cs#GuardianAngelDisplaySystem,ECS/Scenes/BattleScene/GuardianAngelDisplaySystem.cs,19,GuardianAngelDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/GuidedTutorialDirectorSystem.cs#GuidedTutorialDirectorSystem,ECS/Scenes/BattleScene/GuidedTutorialDirectorSystem.cs,13,GuidedTutorialDirectorSystem,ECS-044,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/HPDisplaySystem.cs#HPDisplaySystem,ECS/Scenes/BattleScene/HPDisplaySystem.cs,20,HPDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/HandBlockInteractionSystem.cs#HandBlockInteractionSystem,ECS/Scenes/BattleScene/HandBlockInteractionSystem.cs,14,HandBlockInteractionSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/HandCardBoundsLateSystem.cs#HandCardBoundsLateSystem,ECS/Scenes/BattleScene/HandCardBoundsLateSystem.cs,14,HandCardBoundsLateSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/HandDisplaySystem.cs#HandDisplaySystem,ECS/Scenes/BattleScene/HandDisplaySystem.cs,17,HandDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/HpManagementSystem.cs#HpManagementSystem,ECS/Scenes/BattleScene/HpManagementSystem.cs,14,HpManagementSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/IntimidateDisplaySystem.cs#IntimidateDisplaySystem,ECS/Scenes/BattleScene/IntimidateDisplaySystem.cs,19,IntimidateDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/IntimidateManagementSystem.cs#IntimidateManagementSystem,ECS/Scenes/BattleScene/IntimidateManagementSystem.cs,18,IntimidateManagementSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/JungleBackgroundDisplaySystem.cs#JungleBackgroundDisplaySystem,ECS/Scenes/BattleScene/JungleBackgroundDisplaySystem.cs,18,JungleBackgroundDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs#EquipmentDisplaySystemLegacy,ECS/Scenes/BattleScene/Legacy/EquipmentDisplaySystemLegacy.cs,24,EquipmentDisplaySystemLegacy,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MarkedForEndOfTurnSystem.cs#MarkedForEndOfTurnSystem,ECS/Scenes/BattleScene/MarkedForEndOfTurnSystem.cs,14,MarkedForEndOfTurnSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MarkedForExhaustSystem.cs#MarkedForExhaustSystem,ECS/Scenes/BattleScene/MarkedForExhaustSystem.cs,14,MarkedForExhaustSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs#MarkedForSpecificDiscardSystem,ECS/Scenes/BattleScene/MarkedForSpecificDiscardSystem.cs,13,MarkedForSpecificDiscardSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MedalDisplaySystem.cs#MedalDisplaySystem,ECS/Scenes/BattleScene/MedalDisplaySystem.cs,17,MedalDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MedalManagerSystem.cs#MedalManagerSystem,ECS/Scenes/BattleScene/MedalManagerSystem.cs,18,MedalManagerSystem,ECS-043,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MillCardSystem.cs#MillCardSystem,ECS/Scenes/BattleScene/MillCardSystem.cs,20,MillCardSystem,ECS-041,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs#ModularEffectActorPresentationSystem,ECS/Scenes/BattleScene/ModularEffectActorPresentationSystem.cs,14,ModularEffectActorPresentationSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs#ModularEffectCoordinatorSystem,ECS/Scenes/BattleScene/ModularEffectCoordinatorSystem.cs,17,ModularEffectCoordinatorSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ModularEffectParticleDisplaySystem.cs#ModularEffectParticleDisplaySystem,ECS/Scenes/BattleScene/ModularEffectParticleDisplaySystem.cs,15,ModularEffectParticleDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ModularEffectPrimitiveDisplaySystem.cs#ModularEffectPrimitiveDisplaySystem,ECS/Scenes/BattleScene/ModularEffectPrimitiveDisplaySystem.cs,15,ModularEffectPrimitiveDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/ModularEffectScreenDisplaySystem.cs#ModularEffectScreenDisplaySystem,ECS/Scenes/BattleScene/ModularEffectScreenDisplaySystem.cs,15,ModularEffectScreenDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/MustBeBlockedSystem.cs#MustBeBlockedSystem,ECS/Scenes/BattleScene/MustBeBlockedSystem.cs,15,MustBeBlockedSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs#PassiveApplicationAnimationDisplaySystem,ECS/Scenes/BattleScene/PassiveApplicationAnimationDisplaySystem.cs,16,PassiveApplicationAnimationDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PassiveMeterRenderSystem.cs#PassiveMeterRenderSystem,ECS/Scenes/BattleScene/PassiveMeterRenderSystem.cs,10,PassiveMeterRenderSystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PayCostOverlaySystem.cs#PayCostOverlaySystem,ECS/Scenes/BattleScene/PayCostOverlaySystem.cs,21,PayCostOverlaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs#PhaseChangeEventSystem,ECS/Scenes/BattleScene/PhaseChangeEventSystem.cs,12,PhaseChangeEventSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs#PhaseCoordinatorSystem,ECS/Scenes/BattleScene/PhaseCoordinatorSystem.cs,16,PhaseCoordinatorSystem,ECS-042,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PileColorCountDisplaySystem.cs#PileColorCountDisplaySystem,ECS/Scenes/BattleScene/PileColorCountDisplaySystem.cs,21,PileColorCountDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs#PixelBurstDisplaySystem,ECS/Scenes/BattleScene/PixelBurstDisplaySystem.cs,15,PixelBurstDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerDisplaySystem.cs#PlayerDisplaySystem,ECS/Scenes/BattleScene/PlayerDisplaySystem.cs,16,PlayerDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudActionPointDisplaySystem.cs#PlayerHudActionPointDisplaySystem,ECS/Scenes/BattleScene/PlayerHudActionPointDisplaySystem.cs,15,PlayerHudActionPointDisplaySystem,ECS-045,IGameSystem with generated descriptor
ECS/Scenes/BattleScene/PlayerHudCourageDisplaySystem.cs#PlayerHudCourageDisplaySystem,ECS/Scenes/BattleScene/PlayerHudCourageDisplaySystem.cs,16,PlayerHudCourageDisplaySystem,ECS-045,IGameSystem with generated descriptor
